,Municipio,Agropecuária,Indústria,Administração pública,Serviços (exceto administração pública),Valor adicionado,Impostos líquido de subsídios,PIB,PIB per capita,Ano
1836,São Bernardo do Campo,8134.161,8742253.432,2989013.274,24378112.609,36117513.477,7105315.582,43222829.059,54331.365773458725,2016
1837,São Caetano do Sul,23.518,2797995.326,980145.959,6604337.328,10382502.131,2578344.894,12960847.025,85986.03498106441,2016
1838,São Carlos,152112.089,2987164.686,931277.731,4832000.579,8902555.086,1089308.303,9991863.389,42501.20541867183,2016
1839,São Francisco,16994.648,2448.209,14500.134,12099.378,46042.37,1004.667,47047.037,17277.648437987296,2016
1840,São João da Boa Vista,77776.853,536768.932,330245.267,1567716.902,2512507.954,274976.597,2787484.551,32404.698283219077,2016
1841,São João das Duas Pontes,9171.66,3043.101,13028.52,9478.764,34722.045,728.671,35450.716,14135.054387810302,2016
1842,São João de Iracema,8785.475,999.896,12322.163,8503.142,30610.676,792.895,31403.571,17198.01259236727,2016
1843,São João do Pau d'Alho,20708.886,1824.785,12630.367,14319.646,49483.684,1143.445,50627.129,24976.383195509316,2016
1844,São Joaquim da Barra,67920.013,404388.774,171285.556,678554.971,1322149.315,131435.694,1453585.009,29741.478260845033,2016
1845,São José da Bela Vista,56951.526,4424.336,33166.47,47457.939,142000.271,10498.145,152498.415,17755.08384001082,2016
1846,São José do Barreiro,7863.853,3972.234,20339.255,18442.731,50618.074,2686.185,53304.259,13100.088270627028,2016
1847,São José do Rio Pardo,100706.218,378759.46,199359.214,861898.581,1540723.472,181292.04,1722015.512,32665.898617703006,2016
1848,São José do Rio Preto,49538.286,1697924.825,1500699.812,10879064.048,14127226.971,1494250.271,15621477.243,36012.5253709337,2016
1849,São José dos Campos,17141.664,17238952.522,2576560.339,16716019.174,36548673.7,5081569.263,41630242.963,61220.22529532271,2016
1850,São Lourenço da Serra,1264.494,17492.461,55632.035,103197.249,177586.238,20034.917,197621.156,13245.385761005324,2016
1851,São Luís do Paraitinga,16631.46,8245.58,42543.067,79573.524,146993.632,9916.647,156910.279,14953.805263153394,2016
1852,São Manuel,105097.724,173250.715,140836.862,579124.755,998310.057,90735.592,1089045.649,27867.084161003375,2016
1853,São Miguel Arcanjo,254540.028,40749.898,107230.677,240633.422,643154.026,23980.99,667135.016,21015.4359921255,2016
1854,São Paulo,43867.06,60646691.27,41892574.065,463376974.425,565960106.82,117106590.019,683066696.839,58688.74621621209,2016
1855,São Pedro,67013.894,53789.964,123333.914,387000.704,631138.476,48268.088,679406.564,20433.894682465616,2016
1856,São Pedro do Turvo,65753.858,13964.135,30073.266,62269.071,172060.33,9571.8,181632.13,24918.662354017855,2016
1857,São Roque,33221.484,438554.598,315562.485,1472697.56,2260036.127,321645.146,2581681.273,30631.830107988182,2016
1858,São Sebastião,10546.436,349498.819,515421.995,1293328.763,2168796.014,444270.138,2613066.152,31835.989134088093,2016
1859,São Sebastião da Grama,59657.794,33879.372,41541.896,150420.601,285499.663,15837.607,301337.271,25178.58211195532,2016
1860,São Simão,80273.895,51636.693,66327.355,197954.485,396192.427,33466.259,429658.687,29352.280826856717,2016
1861,São Vicente,2976.794,440833.798,1304489.292,3005572.322,4753872.206,310918.891,5064791.097,14565.172406730107,2016
1862,Sarapuí,24391.188,18005.567,35309.47,48535.394,126241.619,8639.624,134881.243,13941.213746945425,2016
1863,Sarutaiá,22382.952,4226.052,16356.961,21954.851,64920.815,267.974,65188.79,17943.514959434175,2016
1864,Sebastianópolis do Sul,36378.89,119165.172,19602.051,77063.296,252209.408,25087.096,277296.504,86466.01319444596,2016
1865,Serra Azul,36981.344,12260.736,47491.357,47704.333,144437.769,4222.327,148660.096,12531.4082852393,2016
1866,Serra Negra,44351.052,75191.175,103420.503,400412.566,623375.297,41598.57,664973.867,24563.159963147747,2016
1867,Serrana,23290.088,127366.894,174002.662,484813.442,809473.085,83029.442,892502.527,21101.345922573706,2016
1868,Sertãozinho,79415.401,1466615.101,483117.501,2387720.308,4416868.311,589004.94,5005873.251,42452.87535891428,2016
1869,Sete Barras,209180.016,20628.301,50181.257,87541.019,367530.593,9968.664,377499.257,29771.23480928468,2016
1870,Severínia,18354.062,11755.278,63005.525,106355.53,199470.396,12209.345,211679.741,12835.298400408916,2016
1871,Silveiras,7805.616,2790.457,27418.02,21048.362,59062.455,3378.559,62441.013,10339.627960380647,2016
1872,Socorro,63113.637,100967.009,131229.251,412578.132,707888.028,58829.734,766717.762,20157.686456212014,2016
1873,Sorocaba,38591.886,7674612.201,2458030.477,15083553.957,25254788.52,5275478.372,30530266.892,48418.471004215164,2016
1874,Sud Mennucci,45714.217,10554.868,37434.795,66100.804,159804.684,7624.096,167428.781,21986.707928180815,2016
1875,Sumaré,93079.163,3483893.002,880103.144,4910779.079,9367854.388,2869358.83,12237213.217,45778.5936990198,2016
1876,Suzanápolis,31197.237,2495.41,20773.815,20769.225,75235.688,3285.524,78521.211,21006.209592461735,2016
1877,Suzano,264931.08,3787714.33,954461.239,3932108.534,8939215.182,1552976.748,10492191.93,37522.23301844026,2016
1878,Tabapuã,64904.494,18528.23,44864.648,100851.525,229148.898,9762.592,238911.49,20395.3807007534,2016
1879,Tabatinga,65872.914,18282.182,55993.537,92560.109,232708.742,8683.959,241392.702,15651.475169461115,2016
1880,Taboão da Serra,180.412,1929875.335,885612.716,4112771.412,6928439.874,1185311.117,8113750.992,30238.520419394536,2016
1881,Taciba,49639.005,6993.578,33602.298,38378.095,128612.975,3857.137,132470.112,22376.70808030357,2016
1882,Taguaí,29800.137,21221.095,44397.645,100621.406,196040.283,14832.318,210872.601,17051.23320815685,2016
1883,Taiaçu,21069.802,2502.021,22548.211,29546.695,75666.729,2354.406,78021.135,13042.650478966209,2016
1884,Taiúva,22619.366,8340.796,24182.314,44470.029,99612.505,6473.205,106085.71,16759.19589419613,2016
1885,Tambaú,71459.146,108472.895,81614.332,230552.981,492099.353,42555.571,534654.924,23636.38038170537,2016
1886,Tanabi,108403.656,234079.998,97985.467,326205.376,766674.498,56135.051,822809.549,33244.83025190952,2016
1887,Tapiraí,52885.029,14931.701,31602.949,45526.926,144946.605,5375.013,150321.618,19358.869077534895,2016
1888,Tapiratiba,57269.349,72369.792,48040.147,111263.651,288942.94,18208.391,307151.331,24292.259631901677,2016
1889,Taquaral,7984.676,1362.999,13581.412,9761.455,32690.543,1457.007,34147.549,12485.392802420418,2016
1890,Taquaritinga,125644.456,196622.844,205710.632,728770.037,1256747.969,97207.022,1353954.991,24952.17631688112,2016
1891,Taquarituba,67926.673,69027.301,80259.492,371864.074,589077.54,56977.207,646054.747,28255.182452264642,2016
1892,Taquarivaí,76439.266,7764.25,25137.768,112333.925,221675.209,17900.866,239576.075,43559.28639617978,2016
1893,Tarabai,14461.651,10921.161,27910.86,44138.003,97431.675,6621.865,104053.54,14856.302183233218,2016
1894,Tarumã,64417.069,289082.187,62574.752,298470.153,714544.161,94234.296,808778.457,57527.452666032754,2016
1895,Tatuí,136589.974,974393.881,429483.587,1772374.939,3312842.381,466819.4,3779661.782,32852.62611326958,2016
1896,Taubaté,22968.099,5666490.769,1174684.52,6174346.763,13038490.152,2487118.098,15525608.251,52371.93665871672,2016
1897,Tejupá,42580.688,6912.297,21150.395,20196.634,90840.014,-98.253,90741.761,19241.255564204475,2016
1898,Teodoro Sampaio,96217.687,69511.28,84826.218,196775.311,447330.496,24136.577,471467.073,21405.02466083333,2016
1899,Terra Roxa,34376.478,12099.421,34001.368,46053.833,126531.099,3652.195,130183.295,14660.280913166696,2016
1900,Tietê,61458.281,532950.881,162934.95,767053.275,1524397.387,201999.26,1726396.647,43782.72544515446,2016
1901,Timburi,15356.459,2248.999,14400.037,14942.73,46948.225,503.093,47451.318,18342.21811950769,2016
1902,Torre de Pedra,1900.897,1714.828,11523.931,8495.183,23634.839,855.791,24490.631,10680.606438162835,2016
1903,Torrinha,40494.199,22396.636,33808.395,95699.575,192398.805,13798.53,206197.335,21573.272114090854,2016
1904,Trabiju,14480.171,6080.897,11454.837,11724.367,43740.272,1989.667,45729.939,27935.21015068071,2016
1905,Tremembé,7542.207,148044.013,164202.967,320309.163,640098.351,62195.143,702293.494,15898.345040380227,2016
1906,Três Fronteiras,24229.731,15780.336,23570.944,37135.332,100716.343,3580.195,104296.538,18952.669099406372,2016
1907,Tuiuti,28261.896,3188.862,24366.203,26263.164,82080.126,2029.488,84109.614,13297.96261095369,2016
1908,Tupã,139406.216,216993.983,213743.819,949646.858,1519790.876,122070.134,1641861.01,26037.727926674343,2016
1909,Tupi Paulista,37140.482,9908.828,55676.416,141565.018,244290.744,10757.793,255048.537,17252.826722334743,2016
1910,Turiúba,14347.485,2210.243,12435.029,10971.757,39964.514,1370.949,41335.463,21495.300375918177,2016
1911,Turmalina,27233.241,2480.996,12480.549,11374.612,53569.398,1099.322,54668.72,29250.25165661466,2016
1912,Ubarana,47159.048,217938.378,28551.797,54793.22,348442.443,14226.585,362669.028,62919.67865264263,2016
1913,Ubatuba,23379.002,185920.142,343472.36,1134356.141,1687127.644,95909.599,1783037.243,21008.54514025505,2016
1914,Ubirajara,32511.607,5400.661,21270.702,30880.294,90063.265,3483.987,93547.252,20469.858179363324,2016
1915,Uchoa,58689.898,30944.768,41386.038,78755.055,209775.759,19006.181,228781.94,23814.08767189364,2016
1916,União Paulista,17875.683,3190.581,11918.354,12019.606,45004.225,851.305,45855.53,27197.82316112789,2016
1917,Urânia,56582.11,16512.177,31318.864,63944.622,168357.773,7115.087,175472.86,20146.137743225936,2016
1918,Uru,24965.414,2255.881,9939.284,10166.406,47326.986,889.427,48216.413,39554.07108028166,2016
1919,Urupês,98375.165,22253.444,52426.927,168122.934,341178.469,19493.77,360672.239,27750.4223286001,2016
1920,Valentim Gentil,20004.914,88699.65,46761.273,110647.336,266113.175,26205.307,292318.482,24146.578697289566,2016
1921,Valinhos,39171.186,1369916.834,506268.275,2584911.912,4500268.206,857443.765,5357711.971,45042.85077571779,2016
1922,Valparaíso,126849.455,275791.27,92726.499,290749.595,786116.819,69391.122,855507.941,36500.89348303745,2016
1923,Vargem,8912.115,8446.975,34523.883,44986.933,96869.907,6200.063,103069.97,10814.182124233215,2016
1924,Vargem Grande do Sul,57996.995,120204.672,150655.82,494276.811,823134.298,87665.432,910799.73,22404.795093832883,2016
1925,Vargem Grande Paulista,32189.741,382199.603,194259.59,877313.562,1485962.496,254070.595,1740033.091,35579.86077928053,2016
1926,Várzea Paulista,1872.026,833329.281,391482.97,984412.646,2211096.923,328703.957,2539800.88,21977.820390861554,2016
1927,Vera Cruz,11754.311,7070.808,39188.46,59070.569,117084.147,4529.09,121613.237,11468.619130730125,2016
1928,Vinhedo,11125.19,2379509.238,378539.843,3476728.055,6245902.327,1839136.076,8085038.402,111846.36798409671,2016
1929,Viradouro,34901.532,31556.411,69032.603,162262.268,297752.814,22147.294,319900.108,17819.747566270828,2016
1930,Vista Alegre do Alto,24834.133,121741.151,34655.905,115413.746,296644.936,33905.287,330550.222,43522.083266778456,2016
1931,Vitória Brasil,8642.027,1563.291,11143.119,12174.78,33523.217,1449.186,34972.403,19961.41695573768,2016
1932,Votorantim,1126.848,758005.247,436965.362,1539219.793,2735317.251,341247.736,3076564.987,26638.07945658549,2016
1933,Votuporanga,46921.87,485937.627,307935.997,1537256.976,2378052.469,208103.053,2586155.522,29017.498338614747,2016
1934,Zacarias,32689.706,6058.75,18214.992,16856.627,73820.075,1963.497,75783.572,30582.555362768617,2016
1935,Adamantina,45201.025,124621.727,168908.81,621661.947,960393.508,80430.35,1040823.857,30716.359952781466,2017
1936,Adolfo,33549.769,8090.056,21422.159,34342.789,97404.773,3510.246,100915.019,29006.90399540098,2017
1937,Aguaí,87873.192,306436.888,121789.129,339289.417,855388.627,100189.064,955577.691,27635.42399791775,2017
1938,Águas da Prata,11287.875,17840.601,32012.991,81046.452,142187.919,12403.595,154591.514,19975.64465693242,2017
1939,Águas de Lindóia,5822.616,40183.756,84727.566,310345.166,441079.104,34665.581,475744.685,26345.369642263817,2017
1940,Águas de Santa Bárbara,43381.236,9171.896,31961.98,58407.084,142922.195,7563.81,150486.005,25799.075090005143,2017
1941,Águas de São Pedro,0,9158.754,20471.182,95873.412,125503.348,7305.254,132808.602,44210.58655126498,2017
1942,Agudos,80476.442,798943.544,174721.089,661505.047,1715646.121,331405.16,2047051.281,57378.94609821729,2017
1943,Alambari,35578.26,8125.467,24265.69,30487.017,98456.434,4393.364,102849.798,18659.252177068214,2017
1944,Alfredo Marcondes,5147.291,15234.44,19518.697,27927.649,67828.077,13031.534,80859.611,20627.451785714286,2017
1945,Altair,137866.81,9307.855,20293.646,39792.502,207260.813,4962.424,212223.237,53416.36974578404,2017
1946,Altinópolis,195155.495,22142.19,64684.572,219707.542,501689.799,23272.395,524962.195,33742.26732227793,2017
1947,Alto Alegre,36909.222,12418.691,22009.114,32943.745,104280.771,6939.43,111220.201,27482.135161848284,2017
1948,Alumínio,1269.671,898346.067,92240.796,386660.746,1378517.28,480932.961,1859450.241,105434.91953957813,2017
1949,Álvares Florence,54505.336,4337.305,20015.68,24446.571,103304.892,2370.061,105674.954,28560.79837837838,2017
1950,Álvares Machado,21247.964,102478.628,96296.946,240870.911,460894.449,61859.41,522753.858,22078.551252270136,2017
1951,Álvaro de Carvalho,9807.336,2750.727,19157.372,17328.615,49044.05,1832.238,50876.288,10336.507110930515,2017
1952,Alvinlândia,25525.023,4504.389,15774.096,17694.514,63498.023,956.554,64454.577,20618.86660268714,2017
1953,Americana,9880.244,2740135.846,960987.898,5727400.944,9438404.933,1545798.256,10984203.188,48341.07105354651,2017
1954,Américo Brasiliense,30758.889,308566.672,143002.241,406549.369,888877.171,92348.45,981225.621,25438.805895468216,2017
1955,Américo de Campos,33236.595,4336.48,26572.444,37300.846,101446.365,2755.433,104201.798,18175.78894121751,2017
1956,Amparo,82866.645,1696758.556,288371.709,1477479.546,3545476.456,660172.902,4205649.358,61305.054633975684,2017
1957,Analândia,37155.137,44849.336,26431.844,46946.619,155382.937,5033.331,160416.267,34174.74797613975,2017
1958,Andradina,106593.47,509463.121,226411.46,973704.355,1816172.406,160075.269,1976247.675,35362.12423504992,2017
1959,Angatuba,128125.978,329011.877,98511.627,361557.615,917207.096,70218.531,987425.627,41469.30523707531,2017
1960,Anhembi,63606.488,19203.99,30446.104,37865.17,151121.752,5054.064,156175.816,24528.948641432387,2017
1961,Anhumas,32818.548,6761.35,19637.442,23354.391,82571.73,2459.565,85031.295,21814.082863006668,2017
1962,Aparecida,1600.984,45413.099,143451.993,806122.664,996588.74,51103.4,1047692.14,29511.623334553955,2017
1963,Aparecida d'Oeste,25620.808,42482.957,19739.592,38369.63,126212.987,8143.635,134356.622,31822.98010421601,2017
1964,Apiaí,138271.476,169434.447,91731.047,210922.485,610359.456,40965.576,651325.031,26382.251741736873,2017
1965,Araçariguama,1185.79,766313.36,107357.668,1481900.705,2356757.523,485806,2842563.522,143166.13054646182,2017
1966,Araçatuba,96174.186,1191819.305,660648.209,4418358.128,6366999.828,600839.576,6967839.404,37043.86249647788,2017
1967,Araçoiaba da Serra,21992.105,133402.195,121087.738,311634.436,588116.474,67194.31,655310.784,21223.953361834432,2017
1968,Aramina,36585.094,5614.328,24621.399,71989.052,138809.873,11391.723,150201.597,27804.812476860425,2017
1969,Arandu,44439.19,7223.814,29579.485,38039.739,119282.228,4174.594,123456.822,20077.544641405108,2017
1970,Arapeí,1581.358,1660.973,13911.775,11491.164,28645.27,1201.193,29846.463,12073.811893203883,2017
1971,Araraquara,200057.233,1777373.256,969742.613,5320263.839,8267436.94,1022270.288,9289707.228,41696.959159032456,2017
1972,Araras,122418.685,1594202.68,528971.907,2551942.01,4797535.281,584461.391,5381996.672,42211.407534058555,2017
1973,Arco-Íris,19210.622,6074.442,12108.524,9351.151,46744.74,1469.849,48214.589,26189.347637153718,2017
1974,Arealva,63077.693,12519.135,33030.818,92514,201141.646,11847.267,212988.913,26314.419693600197,2017
1975,Areias,5873.933,2011.739,19630.267,14567.645,42083.584,1533.845,43617.429,11511.593824228028,2017
1976,Areiópolis,22810.727,11719.978,41952.34,55214.617,131697.663,5111.578,136809.241,12722.890449176974,2017
1977,Ariranha,28757.213,251607.215,40565.855,311927.122,632857.405,137186.458,770043.863,84638.80666080458,2017
1978,Artur Nogueira,115395.555,173704.717,185970.289,514385.217,989455.779,110456.496,1099912.275,21844.894341721116,2017
1979,Arujá,24931.093,883439.8,352025.296,3337429.129,4597825.318,817957.059,5415782.377,63501.42317613677,2017
1980,Aspásia,10070.688,1723.68,11537.822,9213.46,32545.651,875.68,33421.33,18807.72650534609,2017
1981,Assis,65695.124,516961.899,395613.061,2007970.536,2986240.62,337178.05,3323418.67,33370.67275155385,2017
1982,Atibaia,165003.062,1605162.643,566782.666,3134014.827,5470963.198,995505.003,6466468.2,47591.302299908006,2017
1983,Auriflama,28172.45,33444.942,59503.113,157843.646,278964.152,16029.109,294993.261,20474.26853137146,2017
1984,Avaí,162331.53,10691.481,25660.45,61262.021,259945.481,6106.855,266052.337,51252.61741475631,2017
1985,Avanhandava,44779.252,138316.854,49974.82,118517.26,351588.185,30531.556,382119.741,32200.197269739612,2017
1986,Avaré,119649.943,476006.785,352381.319,1465597.948,2413635.995,225840.337,2639476.333,30606.882499594147,2017
1987,Bady Bassitt,16171.356,44275.361,69007.952,185483.954,314938.623,25257.477,340196.1,21405.404895236894,2017
1988,Balbinos,15266.042,6043.698,21284.636,11258.857,53853.233,1602.696,55455.929,14996.194970254192,2017
1989,Bálsamo,36587.728,23699.057,33939.877,107398.127,201624.789,15336.377,216961.165,25739.84636374422,2017
1990,Bananal,8610.758,33998.966,45841.881,96661.4,185113.004,16780.9,201893.904,19202.387673578087,2017
