,Municipio,Agropecuária,Indústria,Administração pública,Serviços (exceto administração pública),Valor adicionado,Impostos líquido de subsídios,PIB,PIB per capita,Ano
1039,Ouroeste,17741.37009458325,127846.18884509712,62927.047680297575,135438.99311009087,343953.5997300688,32859.8106656594,376813.4103957282,41253.931508181326,2015
1040,Pacaembu,24656.801084052582,8076.274495993303,49758.118517509094,83058.4751632659,165549.6692608209,7770.398331952583,173320.06759277347,13191.267797608149,2015
1041,Palestina,60876.02089146927,250270.63154221675,43615.83354638191,94416.22488492233,449178.71086499025,15922.882548914677,465101.59341390495,39854.4638743706,2015
1042,Palmares Paulista,10443.183621090959,6308.4082476804715,40056.816677838025,46343.04485479648,103151.45340140593,4535.6921895970245,107687.14559100296,8963.471415931659,2015
1043,Palmeira d'Oeste,39519.9682255336,10487.63895029629,33910.8733853291,68670.06174837935,152588.54230953834,4956.468081402927,157545.0103909413,16916.676730477964,2015
1044,Palmital,79562.66657678544,70106.61239456598,82653.09750280029,280361.0679306075,512683.4444047592,53822.00378048256,566505.4481852418,26462.32474706847,2015
1045,Panorama,28399.07891198979,23717.118720123635,56879.50455940992,114857.04564087905,223852.7478324024,13108.198461309017,236960.94629371143,15906.62188989135,2015
1046,Paraguaçu Paulista,101086.99105691031,128461.40129312481,151185.3850822361,526009.0901860296,906742.8676183008,76271.77759788682,983014.6452161877,22721.307443051675,2015
1047,Paraibuna,10443.068241541629,46045.700110566584,76663.9904587538,104209.42283467407,237362.1816455361,17108.52079937423,254470.70244491033,14288.882163227037,2015
1048,Paraíso,16058.706615860361,58817.35616763879,27989.536629848637,73768.79158025612,176634.3909936039,16662.97814010483,193297.36913370874,31672.516653073693,2015
1049,Paranapanema,111558.94995306939,30355.916890441702,83945.38868340538,252453.4814022973,478313.73692921374,39861.634761986184,518175.37169119995,27460.274069485953,2015
1050,Paranapuã,24783.82555396604,4059.0327683468818,16853.123253146616,21783.52117185083,67479.50274731037,1885.726910032604,69365.22965734298,17970.26675060699,2015
1051,Parapuã,94390.17813403218,32228.01388605206,40646.05708751119,109015.29090095281,276279.54000854824,15779.295491326684,292058.8354998749,27392.500046883782,2015
1052,Pardinho,7583.7293103046995,39697.699633339864,28800.89668258016,138803.41316664807,214885.73879287278,22803.902903832786,237689.64169670557,39714.22584740276,2015
1053,Pariquera-Açu,41687.970111788694,56763.81358964731,66408.9330389801,256619.76184890443,421480.47858932056,33131.5800862192,454612.05867553974,24105.841172678283,2015
1054,Parisi,9385.471393941914,1090.4175903140008,12808.260492904843,8265.310987856748,31549.460465017506,730.3092904908016,32279.769755508307,15761.60632593179,2015
1055,Patrocínio Paulista,137100.29435116937,258003.21215566408,52497.86596654982,214993.24518783213,662594.6176612154,71433.76785236393,734028.3855135792,53383.88258280576,2015
1056,Paulicéia,22028.10817035039,357770.63540941366,30093.643159383897,72036.28354693507,481928.670286083,19236.997416417493,501165.6677025005,74169.84870541668,2015
1057,Paulínia,21973.732724736,9011002.78015688,859383.7763641631,10760811.14394833,20653171.43319411,4839393.696293695,25492565.129487805,268249.6093934507,2015
1058,Paulistânia,3229.5330277481658,1535.0718106110091,11067.282806388384,6016.865847946576,21848.753492694137,1543.037099079599,23391.790591773737,13163.641300941888,2015
1059,Paulo de Faria,79315.02296967071,10289.117044333976,36004.30524704299,55635.29316290323,181243.7384239509,3817.225055891495,185060.9634798424,21674.978154116,2015
1060,Pederneiras,71343.96360871918,500928.20652369416,164905.15044566043,670693.8108814068,1407871.1314594806,270375.845655627,1678246.9771151077,38484.84170599678,2015
1061,Pedra Bela,14711.021472472623,3420.4900664423867,23008.52687128387,25234.114535015087,66374.15294521397,2327.056766544236,68701.2097117582,11685.866594958019,2015
1062,Pedranópolis,16652.83299580685,2582.1401962847867,14978.132490986496,9935.678704783615,44148.78438786175,962.6029113397142,45111.387299201466,18204.756779338768,2015
1063,Pedregulho,76459.62154945012,392997.19631884154,62196.404353695,128290.74745009755,659943.9696720842,10518.803920832768,670462.773592917,41898.686013805585,2015
1064,Pedreira,8050.04652857285,261624.6292733174,175913.1088926944,466176.76159266866,911764.5462872533,152458.49622501104,1064223.0425122643,24045.347669677678,2015
1065,Pedrinhas Paulista,19414.865381192707,6360.665729473265,15797.597369530005,51206.27516656315,92779.40364675914,5580.722870515928,98360.12651727506,33040.01562555427,2015
1066,Pedro de Toledo,31049.13364165874,7589.397037398976,41483.9420278905,53430.65742755115,133553.13013449937,5918.691396371096,139471.82153087045,13190.07201918578,2015
1067,Penápolis,41667.53006921621,314304.155188492,227820.99317211687,735277.3458889225,1319070.0243187475,108418.3390490679,1427488.3633678153,23891.41849014737,2015
1068,Pereira Barreto,99543.6465539994,99509.30178683114,102543.48564841232,381449.80959103984,683046.2435802827,61126.375593993485,744172.6191742761,29531.8313891137,2015
1069,Pereiras,14476.759452836268,34381.32546381172,30263.17168602701,48320.91873268322,127442.17533535822,12713.938757124379,140156.1140924826,17596.49894444226,2015
1070,Peruíbe,19849.357023142402,257952.42754247275,257940.47603065427,706842.4389469558,1242584.6995432253,58047.63586038266,1300632.335403608,20652.497505495783,2015
1071,Piacatu,12863.923138934315,11239.598917944404,22881.23402373121,30815.857747883798,77800.61382849372,2944.2442716663436,80744.85810016007,14421.299892866597,2015
1072,Piedade,365599.5846716344,94056.71449456802,164563.10844705885,439946.65037206886,1064166.05798533,66516.22361819967,1130682.2816035296,21424.175413133424,2015
1073,Pilar do Sul,91036.42556583232,32133.642615119752,96225.08068579738,281263.6861522091,500658.83501895855,39816.78967733983,540475.6246962984,19765.062157480283,2015
1074,Pindamonhangaba,24095.378090901395,2398136.4203177383,561469.3584974353,2447115.0075980662,5430816.164504141,1174091.1576254733,6604907.322129614,42350.82312515382,2015
1075,Pindorama,28933.484963677274,46474.59557042267,59869.15730267675,122704.22941470059,257981.4672514773,19017.746518406515,276999.2137698838,17595.071699795706,2015
1076,Pinhalzinho,40287.128688983976,17892.60130471753,49257.26904625784,105094.59046166664,212531.58950162597,13460.812065278405,225992.4015669044,16183.930218197105,2015
1077,Piquerobi,13209.413728817723,3422.1825727080477,18570.47731953842,16914.081642012716,52116.1552630769,2360.092001723261,54476.247264800164,15419.260476875223,2015
1078,Piquete,3312.711116854928,13059.390624972755,45835.89503101904,69702.03740860707,131910.03418145378,7623.232794260391,139533.26697571418,10092.092215804583,2015
1079,Piracaia,21363.2302461525,68217.61492597534,96033.24080566951,216642.1327640686,402256.21874186595,37137.17267577346,439393.3914176394,17101.677165673118,2015
1080,Piracicaba,124633.28530969481,5515265.262434334,1505642.1222445627,9420990.455503132,16566531.125491723,4728282.993526364,21294814.119018085,56307.928973962706,2015
1081,Piraju,42503.027058343054,48346.02880040677,105815.54105732133,327369.5971993564,524034.19411542756,32445.01816077265,556479.2122762002,19480.473719673744,2015
1082,Pirajuí,23998.18456825168,33746.177982227164,80853.54746652322,180831.46630597106,319429.3763229731,17588.651396695182,337018.0277196683,14582.58092335547,2015
1083,Pirangi,25372.932438758628,32437.150660853986,39830.65175485776,102901.78079297623,200542.51564744662,14664.676237542515,215207.19188498912,20030.453451692956,2015
1084,Pirapora do Bom Jesus,124.48315265051022,43965.29164577788,74691.70554411734,164820.13837466028,283601.618717206,11153.424295886718,294755.0430130927,17101.128046709953,2015
1085,Pirapozinho,45018.20217568688,225676.34681476958,90997.63891727311,287279.1582264616,648971.3461341911,74222.63092174463,723193.9770559358,27846.21220037487,2015
1086,Pirassununga,58974.209018572205,466784.9941585357,285131.08832931647,1184628.2333040913,1995518.5248105153,328171.0651901322,2323689.5900006476,32263.608203058062,2015
1087,Piratininga,16305.29608822448,18496.62742139166,46696.06477092244,93414.6392496473,174912.62753018588,9694.67847906971,184607.30600925558,14588.849850581286,2015
1088,Pitangueiras,61374.05230558063,171166.96542881345,136591.4571699979,456108.97762734484,825241.4525317368,92214.09692475238,917455.5494564892,24809.506475297167,2015
1089,Planalto,19895.338697137584,99542.279360708,23658.66233504477,63316.0047320707,206412.28512496105,21187.102796912903,227599.38792187395,47102.522334824906,2015
1090,Platina,29109.960454766035,3750.774888343937,17379.45900480687,15553.45257383139,65793.64692174824,491.3052087513929,66284.95213049963,19804.28805811163,2015
1091,Poá,2449.373696491189,546881.4274472374,489982.5385457219,1265591.8864398377,2304905.2261292883,2015801.9196078554,4320707.145737143,38909.51547334092,2015
1092,Poloni,18790.958530886717,24600.65085733896,21949.29297987243,36307.16937449755,101648.07174259565,7444.384840661994,109092.45658325765,19702.448362517185,2015
1093,Pompéia,40061.806872011,300689.1214446312,86683.46938052212,371454.7581572422,798889.1558544065,145969.9412215561,944859.0970759627,45755.888478254856,2015
1094,Pongaí,13026.92181212874,3793.252757889478,16503.976221340567,21634.310003224065,54958.46079458285,1692.7532035398779,56651.21399812272,16696.496904840176,2015
1095,Pontal,47362.21391460942,246578.5290332836,152932.45757934306,342644.4630528165,789517.6635800526,71772.23728610926,861289.9008661618,19001.69657965808,2015
1096,Pontalinda,17032.92745503382,3319.049534685457,18178.646087094254,19154.63530057249,57685.25837738602,2297.36146393657,59982.61984132259,13965.685644079764,2015
1097,Pontes Gestal,21497.333638659467,43766.616513892244,18083.851689326737,31471.079157550055,114818.88099942851,10098.35721094126,124917.23821036977,49570.332623162605,2015
1098,Populina,24951.18417553788,3836.2264764134043,20515.36258608704,22217.000600893898,71519.77383893222,1406.713461768976,72926.48730070119,17786.948122122245,2015
1099,Porangaba,41419.012550759166,30371.683427538286,31138.250876286234,47964.32102421503,150893.2678787987,8534.65272144639,159427.9206002451,18016.4900667019,2015
1100,Porto Feliz,134489.99397590265,290076.485443416,214364.89171087468,632214.1330004123,1271145.5041306056,244628.09374115142,1515773.597871757,30111.317226638534,2015
1101,Porto Ferreira,12915.829011151809,416851.03461848054,212135.3618281988,668671.9455298593,1310574.1709876903,262662.42419554846,1573236.5951832389,29755.009081823213,2015
1102,Potim,1166.4333521948583,17725.683992627208,74941.4941531538,71529.23650803058,165362.84800600645,13275.436497962215,178638.28450396867,8913.196512522136,2015
1103,Potirendaba,36557.53740252578,144717.53567672655,64193.96146839915,171012.42487290598,416481.4594205575,42965.75715330334,459447.21657386085,28551.281169143727,2015
1104,Pracinha,4671.5421195786275,1303.1442097301738,14003.660971645786,5590.185403886659,25568.532704841244,435.3593045645418,26003.892009405787,9038.544320266175,2015
1105,Pradópolis,23385.554114946517,259004.83300994808,82075.16667097015,245171.18601817416,609636.7398140389,64313.74117207002,673950.4809861089,34925.14281940763,2015
1106,Praia Grande,2880.8958184832363,704713.6857858084,1261839.9802915442,3918873.4143629167,5888307.976258753,455552.32282837754,6343860.29908713,21806.351958583276,2015
1107,Pratânia,26468.514477869063,6295.10167592946,20197.586262877965,22776.130932286993,75737.33334896348,3464.6364054358937,79201.96975439938,16263.23814258714,2015
1108,Presidente Alves,21382.537246397256,3301.3271455522035,17782.48550374244,24233.077841848524,66699.42773754042,2274.598746300093,68974.02648384051,16988.676473852345,2015
1109,Presidente Bernardes,30534.37205353217,15194.93047637104,54700.76491506903,117178.36923957522,217608.43668454746,16105.504979272782,233713.94166382024,17100.603033864067,2015
1110,Presidente Epitácio,61772.19573887031,220839.82460915248,154315.02143786437,469472.4987714995,906399.5405573867,76148.19623918677,982547.7367965735,23486.26118791857,2015
1111,Presidente Prudente,27510.949899811803,1148691.1027528755,733918.2609392497,4462196.775096788,6372317.088688726,583182.7453187978,6955499.834007523,32380.530406682916,2015
1112,Presidente Venceslau,36145.35555829299,62604.72740121854,138171.331367422,404512.75069988193,641434.1650268155,38873.95896124126,680308.1239880568,17905.67257956669,2015
1113,Promissão,48968.21418561396,1537774.5833136167,148452.3855949015,509919.1428546519,2245114.325948784,148653.62507131536,2393767.9510200997,63476.65007610776,2015
1114,Quadra,36178.29323308336,4840.369001228695,18841.422767115895,30135.92322347666,89996.00822490461,4692.014733072911,94688.02295797752,27193.573508896476,2015
1115,Quatá,52250.37499351612,107329.24627552155,50728.54086411381,145359.78503963366,355667.9471727851,37009.93323821362,392677.8804109987,29350.316197847278,2015
1116,Queiroz,69315.53900128907,86902.68599866873,17678.35198891237,172039.84689312248,345936.42388199264,48846.21889429602,394782.6427762887,129692.06398695422,2015
1117,Queluz,3069.9537855092776,22461.665377521425,49220.5518914916,119022.15548278991,193774.3265373122,18764.73865162802,212539.06518894024,17636.633075175523,2015
1118,Quintana,20554.656734554992,29215.067876990943,21743.849661377997,46236.190172943316,117749.76444586724,9337.348645152111,127087.11309101936,20301.455765338556,2015
1119,Rafard,15702.795462477952,97290.51099574384,35163.411666290944,77521.13386301874,225677.85198753147,31071.373111737255,256749.22509926872,29275.852348833378,2015
1120,Rancharia,195676.33919060737,234513.06715363896,106946.27218507472,368913.7873572449,906049.465886566,74886.26880753429,980935.7346941002,34061.45125504706,2015
1121,Redenção da Serra,10178.601025844027,4455.398129712099,17611.127777058617,17490.245552247805,49735.37248486255,1624.124023821579,51359.496508684126,13350.531975223323,2015
1122,Regente Feijó,42183.56660143023,77785.76074489582,76767.06577703587,309415.6768977189,506152.0700210808,67373.00624377685,573525.0762648577,30163.304736765418,2015
1123,Reginópolis,16406.810239811995,8701.477004787135,32898.75565884328,35543.29917596279,93550.3420794052,3757.723082094927,97308.06516150014,13407.008151212474,2015
1124,Registro,38421.661174076886,133698.9961368881,196062.4526534955,1127068.7784094883,1495251.8883739489,199241.87488092034,1694493.7632548693,31374.866006052238,2015
1125,Restinga,24702.02607698967,53230.66588199004,31532.97839054883,34321.50484345159,143787.17519298012,8915.8487537154,152703.02394669552,21687.689809216805,2015
1126,Ribeira,9681.8955066293,2169.8571743920975,14111.460631489052,14023.586107268748,39986.7994197792,1839.3844051221438,41826.183824901345,12755.774268039448,2015
1127,Ribeirão Bonito,34202.1623021451,26197.64166719917,47526.99102518201,90113.48287344154,198040.27786796782,10692.537464617637,208732.81533258545,16642.70573533611,2015
1128,Ribeirão Branco,201183.3886396998,23098.072952696624,63912.339426719074,78781.81868271019,366975.61970182566,4973.344074992584,371948.96377681824,20957.23257701252,2015
1129,Ribeirão Corrente,23075.67031048297,6299.556548939686,21426.223165090734,21853.133126853878,72654.58315136726,853.1713224172065,73507.75447378447,16433.658500734287,2015
1130,Ribeirão do Sul,27689.30703676788,7792.254305364396,18893.509408471837,58021.72592664486,112396.79667724897,9882.473731164884,122279.27040841385,27860.39426029024,2015
1131,Ribeirão dos Índios,9623.977241269324,2714.121203149652,12970.12680460178,8092.091467760965,33400.31671678172,613.761321195874,34014.0780379776,15747.258350915556,2015
1132,Ribeirão Grande,13764.618364254631,73051.733355068,32156.634530649575,43601.661691194444,162574.64794116665,17526.665844664953,180101.31378583162,24122.865495021644,2015
1133,Ribeirão Pires,1756.9019502855067,698798.2400106569,424638.24805281404,1433252.5093804132,2558445.8993941694,309731.33488225547,2868177.234276425,24649.592071679,2015
1134,Ribeirão Preto,78528.02680555248,3408420.119113015,2588746.317478559,18766047.461555336,24841741.924952462,2893332.4519812623,27735074.376933724,42810.15768316975,2015
1135,Rifaina,29565.85420738096,5575.810398848931,19964.898590596604,32956.86496284073,88063.42815966722,3732.7698444893167,91796.19800415654,26607.5936243932,2015
1136,Rincão,29383.762654328988,15128.025465441104,40791.50753084955,63366.93016368409,148670.22581430373,7668.722557349548,156338.94837165327,14966.393679078428,2015
1137,Rinópolis,78821.64283129499,19352.985644085245,34991.014039151756,79501.77198443562,212667.4144989676,9860.878693208668,222528.2931921763,22676.887108139843,2015
1138,Rio Claro,41063.19937077226,2773588.722581377,809445.5500926939,3546078.449733525,7170175.921778368,1266221.4416529592,8436397.363431327,43467.091373617644,2015
1139,Rio das Pedras,24682.077629985888,238328.81076718066,128664.43398151013,473625.03007963696,865300.3524583136,183948.92807320118,1049249.2805315147,32631.998523714457,2015
1140,Rio Grande da Serra,598.7271095211165,156380.8955872451,144351.28903323933,186657.1554338174,487988.06716382294,47184.28665883508,535172.3538226581,11399.014969917529,2015
1141,Riolândia,52675.501049407416,12549.00120919906,43852.245484861895,52582.960207977,161659.70795144537,5084.129396294195,166743.83734773955,15157.152744999505,2015
1142,Riversul,12769.190903685096,3139.1451257338144,23974.145559282395,14117.650012952483,54000.13160165379,869.759567679286,54869.891169333074,9311.02853713441,2015
1143,Rosana,32117.68683124592,1409794.3115368434,94821.3865802669,158303.19885938222,1695036.5838077385,14307.932901360511,1709344.516709099,90470.22952837404,2015
1144,Roseira,3435.06713934795,79927.48349156299,41008.00793760884,109379.54982702926,233750.10839554906,24943.19737687804,258693.3057724271,25507.1293406061,2015
1145,Rubiácea,17291.25017669872,3222.6285333383425,14518.72752966103,12821.793588456998,47854.39982815509,940.0398458329643,48794.439673988054,16653.3923802007,2015
1146,Rubinéia,17300.10276485413,3791.3454509939475,18912.814949455154,16912.062918822456,56916.326084125685,1685.9050789141386,58602.231163039825,19973.493920599805,2015
1147,Sabino,27058.47226986909,5189.0241849429185,25339.982329337312,35010.346770009135,92597.82555415845,3214.975993118425,95812.80154727687,17895.555014433485,2015
1148,Sagres,12149.754691892118,2224.279648931813,12740.553897264172,9782.540857608254,36897.12909569636,865.0517652582042,37762.18086095456,15960.346940386544,2015
1149,Sales,27416.526359316824,5456.9674781505455,25759.58103018068,41727.421702858206,100360.49657050625,3924.2441262558705,104284.74069676212,18029.86526569193,2015
1150,Sales Oliveira,50334.47349827864,54395.60893139125,43258.893000624754,116062.29415681743,264051.26958711207,20585.689065586994,284636.9586526991,25682.302504078234,2015
1151,Salesópolis,24286.04528485093,8446.513592361285,57399.81393314847,92943.84577812541,183076.21858848608,9033.034623804102,192109.25321229018,11839.594059675223,2015
1152,Salmourão,15914.187105796073,3769.5455263193417,20020.903263737855,19251.867938688003,58956.503834541276,1398.2996886061576,60354.803523147435,12168.307161924886,2015
1153,Saltinho,11504.218421913743,24740.315838349423,31701.871957336865,93861.25911971318,161807.66533731323,24772.635180585097,186580.30051789831,24821.112214699788,2015
1154,Salto,10513.769639906368,1567944.5281031302,402328.44734738907,3003388.2256345693,4984174.970724995,894740.5598122523,5878915.530537248,53182.64126338629,2015
1155,Salto de Pirapora,13426.057054951849,407788.22869856237,154415.71263834822,427840.59976777143,1003470.5981596338,205232.25473299122,1208702.8528926251,28592.786244000312,2015
1156,Salto Grande,23493.29905520851,50907.90173123542,35110.770723479654,70128.05303482656,179640.02454475014,10348.910223552506,189988.93476830266,21275.35663698798,2015
1157,Sandovalina,54334.60651716511,304797.62337222125,27905.987734976457,43500.369583348904,430538.5872077117,7302.092843044001,437840.68005075573,110565.82829564539,2015
1158,Santa Adélia,60991.592597236995,12764.423799766577,55153.05792833801,138866.17291838556,267775.24724372715,13160.285957348688,280935.53320107586,19201.389734199704,2015
1159,Santa Albertina,17436.429772095256,48818.329236628226,26004.692209156347,55941.10646760375,148200.5576854836,12876.109752479575,161076.66743796316,28239.247447048238,2015
1160,Santa Bárbara d'Oeste,19626.753140038163,1273820.7814153824,689600.3949837593,2320565.1563833873,4303613.085922567,739292.9853248714,5042906.071247439,27305.88834454597,2015
1161,Santa Branca,6831.0204261673925,82696.2534514418,54471.99376795722,91124.10773793566,235123.37538350205,17031.089561455574,252154.4649449576,18038.090345872923,2015
1162,Santa Clara d'Oeste,11914.189632358946,2703.562013605035,13963.687703711621,13476.309831605438,42057.74918128104,1287.721323139872,43345.47050442091,21113.234536980475,2015
1163,Santa Cruz da Conceição,18872.358340409748,21281.147605883016,21316.535995374434,51593.58053915325,113063.62248082044,10667.918863750014,123731.54134457046,29600.847211619726,2015
1164,Santa Cruz da Esperança,12659.560361979527,2141.562437170063,12635.840301128233,9510.94789809175,36947.910998369574,829.5860738161103,37777.49707218569,18720.266140825417,2015
1165,Santa Cruz das Palmeiras,33250.68483741345,18074.38840496487,104804.82178693199,236447.44723867188,392577.3422679822,26617.929091271955,419195.27135925414,13138.858215303375,2015
1166,Santa Cruz do Rio Pardo,76182.53460676769,438097.37311081553,162011.42284437636,811540.1229838999,1487831.4535458595,188484.95170754244,1676316.405253402,37235.75390953601,2015
1167,Santa Ernestina,14084.562398709108,4592.756819260432,22616.647393985913,35382.67856521841,76676.64517717386,3688.4119827231566,80365.05715989703,14503.710009005057,2015
1168,Santa Fé do Sul,28341.008217553797,162157.2654143577,140929.9307326038,516888.2180519571,848316.4224164723,79223.47352718492,927539.8959436573,30860.39046924598,2015
1169,Santa Gertrudes,8913.22469390066,461773.8651863771,108451.25565598183,491387.3573367096,1070525.7028729692,239418.5420879777,1309944.244960947,54710.948709892116,2015
1170,Santa Isabel,52788.132609738306,248106.92412145148,194198.56271427765,793300.3433382421,1288393.9627837096,176703.61451161964,1465097.5772953292,27708.701225443576,2015
1171,Santa Lúcia,24582.501354050997,4417.255081428409,31382.203686221765,30892.323236301083,91274.28335800226,2541.554166549966,93815.83752455222,11148.643793767347,2015
1172,Santa Maria da Serra,22550.241043219234,16917.644036104328,24021.90360501706,39100.49945271043,102590.28813705104,7618.434930168784,110208.72306721983,19087.06668985449,2015
1173,Santa Mercedes,13916.790038347906,2809.9276570065867,14495.028973105724,15976.612035434347,47198.35870389456,2097.863964021144,49296.2226679157,17505.760890595066,2015
1174,Santa Rita do Passa Quatro,50633.613053837595,69752.031780608,103716.52893624938,316250.9139283833,540353.0876990783,54110.2170937199,594463.3047927981,22481.78295109289,2015
1175,Santa Rita d'Oeste,14992.039850790376,1849.2674416404052,14074.548907522661,17185.97961194459,48101.83581189803,1695.9488224546665,49797.7846343527,20120.31702398089,2015
1176,Santa Rosa de Viterbo,20791.374750533876,170362.661035217,92494.14956490303,287878.9493104161,571527.13466107,112850.40756136444,684377.5422224344,27635.985390988306,2015
1177,Santa Salete,6243.30797575334,1363.9870826716158,9201.518483861142,5641.814840556843,22450.62838284294,539.6399517975764,22990.268334640517,15888.22967148619,2015
1178,Santana da Ponte Pensa,7351.298732809953,1494.1363353356473,10078.252832568762,6967.730680925668,25891.41858164003,441.5800745113444,26332.998656151376,16815.45252627802,2015
1179,Santana de Parnaíba,92207.50575828104,1653321.9183805685,663551.7784788603,4237384.597497315,6646465.800115025,1374768.585193391,8021234.385308416,64661.30096983809,2015
1180,Santo Anastácio,44486.41967153061,39153.89671504596,75496.32963318776,196359.97739257835,355496.6234123427,25034.279506779178,380530.90291912184,18785.155892734456,2015
1181,Santo André,965.6426107272994,4129062.3164853184,2458214.2959131654,15169325.166733665,21757567.421742875,3629373.9569990537,25386941.378741927,37028.47025659333,2015
1182,Santo Antônio da Alegria,29353.817707400653,22285.395991335707,25485.596250787617,39042.663702651655,116167.47365217563,6784.126777121804,122951.60042929742,18982.800745607135,2015
1183,Santo Antônio de Posse,126430.599455858,101493.6924034462,91963.5071827006,387062.4434925048,706950.2425345096,89510.7088786049,796460.9514131146,36534.906028124526,2015
1184,Santo Antônio do Aracanguá,69483.97529940377,115127.22216084116,45222.18770057526,55994.938376637816,285828.323537458,9156.817774783656,294985.14131224167,37049.12601259001,2015
1185,Santo Antônio do Jardim,36764.75842720454,12640.196034092824,24381.500509476038,47642.36524708012,121428.82021785353,7482.6593637370925,128911.47958159063,21976.044933786332,2015
1186,Santo Antônio do Pinhal,7835.427333201723,6363.087708203085,28695.400210211723,45118.283885453275,88012.19913706981,3555.610531934516,91567.80966900433,13981.952919377665,2015
1187,Santo Expedito,4154.846315136406,2623.909760206477,13819.083878791538,9730.644442934692,30328.484397069114,663.0298636277574,30991.514260696873,10719.998014768895,2015
1188,Santópolis do Aguapeí,7225.2015006102465,3866.514381888213,18459.46857762129,24828.4139963831,54379.59845650285,2452.4041765822744,56832.002633085125,12680.054135003375,2015
1189,Santos,2776.771865514499,1818272.2568415273,2211858.7044654554,13393637.798156112,17426545.531328607,2623224.653150384,20049770.18447899,47334.19311268734,2015
1190,São Bento do Sapucaí,29835.26912212761,11002.682243729409,39759.97644411079,85002.31841849463,165600.24622846243,7231.325104712929,172831.57133317535,16489.988677910063,2015
1191,São Bernardo do Campo,7507.101601226759,8798456.267690675,2877390.135223821,21766595.733777408,33449949.23829313,8563825.336443728,42013774.574736856,53083.95580154734,2015
1192,São Caetano do Sul,23.417270955344467,2908289.701986752,1068824.5845898085,6515594.742453208,10492732.446300723,2933573.831283423,13426306.277584147,89149.14031794526,2015
1193,São Carlos,119782.88332265062,3142409.394156021,907237.7287779353,4537862.50054853,8707292.506805137,1241513.8792769865,9948806.386082124,42653.157724500954,2015
1194,São Francisco,11534.853678736434,2277.045529267598,13694.136785804309,10647.099033560258,38153.1350273686,906.6361879717728,39059.77121534037,14281.451998296296,2015
1195,São João da Boa Vista,60453.42460180449,491153.1887794441,326635.17427634756,1501979.7630377521,2380221.550695348,279961.28649849433,2660182.8371938425,31042.45098539988,2015
1196,São João das Duas Pontes,7963.818082563846,2597.8671987580005,12590.612672598949,9001.046915230654,32153.34486915145,707.370488159968,32860.71535731142,13055.508683874223,2015
1197,São João de Iracema,9736.36833935804,1091.2631029518375,11410.000021514772,7384.088457137126,29621.719920961776,661.2556870568951,30282.97560801867,16638.997586823447,2015
1198,São João do Pau d'Alho,13909.165549626565,1322.5669776908376,12401.143882477134,11259.601288694552,38892.47769848909,833.8869548622373,39726.36465335133,19502.388145975125,2015
1199,São Joaquim da Barra,46819.028703310214,390515.22636158264,165870.6940355509,627707.1301821708,1230912.0792826146,139250.6955495213,1370162.774832136,28233.314956359696,2015
1200,São José da Bela Vista,32636.305582204095,3933.8257622187266,32660.93750861549,41313.44666954069,110544.515522579,4474.738595702722,115019.25411828171,13444.681954211772,2015
1201,São José do Barreiro,6537.338593604594,2025.1739967443054,20009.987959356447,14823.335213395534,43395.835763100884,1476.8766146445482,44872.71237774543,11030.65692668275,2015
1202,São José do Rio Pardo,99881.88132673543,358278.8815279133,206428.81463966344,810902.0290645316,1475491.6065588437,174733.96492457477,1650225.5714834186,31376.092242293347,2015
1203,São José do Rio Preto,40320.28143293013,1834373.6806158382,1474305.8345408384,10228616.11618136,13577615.912770968,1469368.7272594895,15046984.640030457,34967.61568357484,2015
1204,São José dos Campos,13943.34656157983,10899692.215921003,2534713.79574856,15362387.391132237,28810736.749363378,5078885.409877579,33889622.15924095,50389.29421377693,2015
1205,São Lourenço da Serra,997.3052937103884,23113.703025856234,54893.895130286604,102852.70472721744,181857.60817707068,21672.19100864046,203529.79918571113,13790.216084132471,2015
1206,São Luís do Paraitinga,20257.36706475496,7765.313852222784,41582.12839849702,64976.580424876665,134581.3897403514,7602.736570042298,142184.1263103937,13576.255734784085,2015
1207,São Manuel,81635.0059793165,175495.18113045132,139750.65470368846,519766.87487792165,916647.7166913779,86167.65201608995,1002815.3687074679,25741.5963423125,2015
1208,São Miguel Arcanjo,208793.4111923469,32196.47648926833,105242.49048671545,208422.68581053155,554655.0639788623,21526.79345388541,576181.8574327476,18186.984546976033,2015
1209,São Paulo,40989.56479154494,66082751.682548635,41258575.602320746,432441078.0551383,539823394.9047992,113823596.24825414,653646991.1530534,56437.43667028672,2015
1210,São Pedro,51364.92578475717,55611.92713124548,118299.95870998836,335959.5154181953,561236.3270441863,44069.277167040986,605305.6042112273,18335.371042050927,2015
1211,São Pedro do Turvo,37708.49348230509,39367.662445998176,30224.295560203103,41563.134541524676,148863.58603003103,5910.246403809278,154773.83243384032,21295.243868167356,2015
1212,São Roque,33861.48512311271,388720.2324338894,311444.14510966255,1349502.8517609807,2083528.7144276453,313234.15846138395,2396762.8728890293,28700.3098178545,2015
1213,São Sebastião,8487.421404484287,355300.87866924354,486191.16084757465,1928398.9887825216,2778378.4497038242,631642.0874298079,3410020.537133632,42171.38715986238,2015
1214,São Sebastião da Grama,54749.63860562866,31618.389977404324,40206.153749455,147337.58056948864,273911.7629019766,16227.143920353199,290138.9068223298,24226.695626447043,2015
1215,São Simão,54630.65008768491,67214.89936952283,65702.70537032567,192055.53118250042,379603.7860100338,36063.80239466148,415667.58840469527,28497.709338043005,2015
