Região Geográfica Intermediária,Nome Região Geográfica Intermediária,Região Geográfica Imediata,Nome Região Geográfica Imediata,municipios,cod_ibge,reg_administrativa,reg_metropolitanas,Furto veiculo 2022,Furto outros 2022,Homicidio culposo outros 2022,Homicidio culposo por acidente 2022,Latrocinio 2022,Lesao culposa outros 2022,Lesao culposa acidente 2022,Lesao dolosa 2022,Vitimas homicidio 2022,Tentativa homicidio 2022,Total estupro 2022,Total roubos 2022
3510,Campinas,350039,Jundiaí,Morungaba,3532009,RA de Campinas,RM de Campinas,5,69,0,0,0,1,15,36,0,0,4,7
3510,Campinas,350039,Jundiaí,Várzea Paulista,3556503,RA de Campinas,RM de Jundiai,207,753,0,7,0,5,144,348,4,7,45,271
3510,Campinas,350041,Bragança Paulista,Atibaia,3504107,RA de Campinas,Demais municípios,128,1268,0,14,1,5,156,456,4,8,51,232
3510,Campinas,350041,Bragança Paulista,Bom Jesus dos Perdões,3507100,RA de Campinas,Demais municípios,21,183,0,4,1,0,14,65,4,1,14,24
3510,Campinas,350041,Bragança Paulista,Bragança Paulista,3507605,RA de Campinas,Demais municípios,135,1514,1,24,1,5,260,542,8,7,30,171
3510,Campinas,350041,Bragança Paulista,Joanópolis,3525508,RA de Campinas,Demais municípios,6,115,0,2,0,0,7,54,1,0,11,9
3510,Campinas,350041,Bragança Paulista,Nazaré Paulista,3532405,RA de Campinas,Demais municípios,13,135,0,7,0,2,8,49,3,2,11,21
3510,Campinas,350041,Bragança Paulista,Pedra Bela,3536802,RA de Campinas,Demais municípios,2,45,0,0,0,0,6,7,1,0,4,2
3510,Campinas,350041,Bragança Paulista,Pinhalzinho,3538204,RA de Campinas,Demais municípios,7,86,0,5,1,0,16,41,4,0,1,3
3510,Campinas,350041,Bragança Paulista,Piracaia,3538600,RA de Campinas,Demais municípios,13,178,0,6,0,0,33,84,1,1,12,15
3510,Campinas,350041,Bragança Paulista,Socorro,3552106,RA de Campinas,Demais municípios,22,191,0,2,0,0,54,95,1,2,7,14
3510,Campinas,350041,Bragança Paulista,Tuiuti,3554953,RA de Campinas,Demais municípios,2,79,0,0,0,1,3,22,1,1,0,5
3510,Campinas,350041,Bragança Paulista,Vargem,3556354,RA de Campinas,Demais municípios,5,78,0,2,0,0,9,22,0,0,6,15
3510,Campinas,350043,Mogi Guaçu,Estiva Gerbi,3557303,RA de Campinas,Demais municípios,19,92,0,0,0,2,23,74,0,1,4,12
3510,Campinas,350043,Mogi Guaçu,Itapira,3522604,RA de Campinas,Demais municípios,125,711,1,7,0,1,106,209,5,2,12,129
3510,Campinas,350043,Mogi Guaçu,Mogi Guaçu,3530706,RA de Campinas,Demais municípios,325,1525,0,19,0,5,525,482,16,12,40,270
3510,Campinas,350043,Mogi Guaçu,Mogi Mirim,3530805,RA de Campinas,Demais municípios,209,944,0,14,0,2,274,299,9,9,20,164
3510,Campinas,350048,Amparo,Amparo,3501905,RA de Campinas,Demais municípios,41,329,0,4,0,1,64,194,0,2,23,30
3510,Campinas,350048,Amparo,Lindóia,3527009,RA de Campinas,Demais municípios,1,36,0,0,0,1,14,22,0,0,0,3
3510,Campinas,350048,Amparo,Monte Alegre do Sul,3531209,RA de Campinas,Demais municípios,3,61,0,2,0,2,3,19,0,0,5,1
3510,Campinas,350048,Amparo,Serra Negra,3551603,RA de Campinas,Demais municípios,6,160,0,5,0,3,41,89,1,1,11,17
3510,Campinas,350048,Amparo,Águas de Lindóia,3500501,RA de Campinas,Demais municípios,21,100,0,2,0,1,16,47,0,0,4,5
